mass (g),year,reclat,reclong
14.5,1/1/85 0:00,-84.27741,161.34874
21.7,1/1/85 0:00,-84.26203,161.34716
9.9,1/1/85 0:00,-84.27965,161.34812
18.5,1/1/85 0:00,-84.27423,161.34604
5.6,1/1/85 0:00,-84.27872,161.37077
12.9,1/1/85 0:00,-84.27188,161.31281
14.2,1/1/85 0:00,-84.28489,161.34938
3.8,1/1/85 0:00,-84.27476,161.38711
3.5,1/1/85 0:00,-84.27453,161.38845
3.6,1/1/85 0:00,-84.28247,161.36839
1.5,1/1/85 0:00,-84.27024,161.41685
9.2,1/1/85 0:00,-84.27536,161.40498
27.9,1/1/85 0:00,-84.26719,161.40263
51.3,1/1/85 0:00,-84.28155,161.40995
14.8,1/1/85 0:00,-84.27715,161.40267
17.5,1/1/85 0:00,-84.28221,161.39819
60.2,1/1/85 0:00,-84.28049,161.39122
57.3,1/1/85 0:00,-84.28793,161.35837
37.9,1/1/85 0:00,-84.28096,161.3695
8.2,1/1/85 0:00,-84.26917,161.39696
6.4,1/1/85 0:00,-84.28333,161.08333
3.9,1/1/85 0:00,-84.26791,161.43561
65.9,1/1/85 0:00,-84.2687,161.39834
12.2,1/1/85 0:00,-84.28061,161.39733
34.4,1/1/85 0:00,-84.27403,161.34811
62.8,1/1/85 0:00,-84.27729,161.41445
7,1/1/85 0:00,-84.28168,161.40187
18.6,1/1/85 0:00,-84.28901,161.35154
3.5,1/1/85 0:00,-84.27165,161.38018
28.5,1/1/85 0:00,-84.26214,161.35379
2.3,1/1/85 0:00,-84.2772,161.38022
3.6,1/1/85 0:00,-84.27493,161.37323
70.9,1/1/85 0:00,-84.2887,161.34915
13.6,1/1/85 0:00,-84.27625,161.41219
25.8,1/1/85 0:00,-84.28214,161.33705
3.4,1/1/85 0:00,-84.26936,161.4195
6.2,1/1/85 0:00,-84.27746,161.40726
9.3,1/1/85 0:00,-84.26913,161.41737
37.5,1/1/85 0:00,-84.26229,161.35165
39.1,1/1/85 0:00,-84.28489,161.39009
12.4,1/1/85 0:00,-84.27677,161.40598
26.6,1/1/85 0:00,-84.29221,161.32321
11,1/1/85 0:00,-84.27098,161.4176
4.4,1/1/85 0:00,-84.2713,161.4155
3,1/1/85 0:00,-84.26836,161.31266
15.7,1/1/85 0:00,-84.27327,161.41296
14.8,1/1/85 0:00,-84.26428,161.37907
21.2,1/1/85 0:00,-84.25942,161.35196
6.8,1/1/85 0:00,-84.27605,161.38788
13.3,1/1/85 0:00,-84.27938,161.38048
29.6,1/1/85 0:00,-84.2813,161.39741
2.4,1/1/85 0:00,-84.27347,161.41274
57.3,1/1/85 0:00,-84.26439,161.39515
19.4,1/1/85 0:00,-84.2882,161.33793
20.7,1/1/85 0:00,-84.28076,161.39572
9.3,1/1/85 0:00,-84.27714,161.40205
9.4,1/1/85 0:00,-84.26708,161.3688
3.2,1/1/85 0:00,-84.26802,161.41925
2.7,1/1/85 0:00,-84.28082,161.36321
43.8,1/1/85 0:00,-84.28204,161.3576
10.9,1/1/85 0:00,-84.27884,161.37152
28.8,1/1/85 0:00,-84.278,161.38288
9.9,1/1/85 0:00,-84.27195,161.42405
2.3,1/1/85 0:00,-84.2709,161.43712
10.8,1/1/85 0:00,-84.2706,161.43441
41.5,1/1/85 0:00,-84.28541,161.33212
16.2,1/1/85 0:00,-84.28675,161.34374
34.2,1/1/85 0:00,-84.27771,161.40337
11.9,1/1/85 0:00,-84.2806,161.393
27.3,1/1/85 0:00,-84.28708,161.32719
14.9,1/1/85 0:00,-84.28199,161.37372
9.2,1/1/85 0:00,-84.27689,161.37595
5.5,1/1/85 0:00,-84.27705,161.40245
8.2,1/1/85 0:00,-84.2849,161.35001
8,1/1/85 0:00,-84.27765,161.4036
19.4,1/1/85 0:00,-84.28122,161.39987
20.3,1/1/85 0:00,-84.28333,161.08333
16.8,1/1/85 0:00,-84.29258,161.32146
32,1/1/85 0:00,-84.27641,161.38979
5.5,1/1/85 0:00,-84.26992,161.41717
21.2,1/1/85 0:00,-84.28659,161.34146
22.5,1/1/85 0:00,-84.28587,161.34037
12.3,1/1/85 0:00,-84.27633,161.38667
23.7,1/1/85 0:00,-84.26537,161.3989
57.5,1/1/85 0:00,-84.27655,161.34771
14.1,1/1/85 0:00,-84.27195,161.41218
4.5,1/1/85 0:00,-84.27428,161.36723
15.4,1/1/85 0:00,-84.27998,161.38837
7.7,1/1/85 0:00,-84.28333,161.08333
18.8,1/1/85 0:00,-84.27667,161.41094
239.2,1/1/85 0:00,-84.2851,161.62627
66.6,1/1/85 0:00,-84.28082,161.46918
290.6,1/1/86 0:00,-84.25469,161.39928
32.6,1/1/86 0:00,-84.26906,161.36266
1.6,1/1/86 0:00,-84.25483,161.42152
2.1,1/1/86 0:00,-84.25484,161.44217
4.7,1/1/86 0:00,-84.25807,161.41638
0.8,1/1/86 0:00,-84.25552,161.46562
1.6,1/1/86 0:00,-84.25648,161.42514
5.6,1/1/86 0:00,-84.25793,161.41149
6.5,1/1/86 0:00,-84.25721,161.43109
6.9,1/1/86 0:00,-84.23589,161.5352
3397.5,1/1/86 0:00,-84.27992,161.61113
2157.4,1/1/86 0:00,-84.27739,161.63678
1812.2,1/1/86 0:00,-84.27678,161.64698
662.4,1/1/86 0:00,-84.25702,161.3452
780.1,1/1/86 0:00,-84.26049,161.37262
525,1/1/86 0:00,-84.28473,161.5859
687.6,1/1/86 0:00,-84.26459,161.23374
502,1/1/86 0:00,-84.27666,161.64926
432.4,1/1/86 0:00,-84.27647,161.65025
360.5,1/1/86 0:00,-84.28687,161.56467
325.8,1/1/86 0:00,-84.25386,161.3511
351.7,1/1/86 0:00,-84.23169,161.52968
322,1/1/86 0:00,-84.31892,161.76298
248.5,1/1/86 0:00,-84.28617,161.58303
190.1,1/1/86 0:00,-84.23783,161.50315
22.1,1/1/86 0:00,-84.25265,161.39099
25.9,1/1/86 0:00,-84.27374,161.69076
16.5,1/1/86 0:00,-84.27374,161.69257
13.4,1/1/86 0:00,-84.27374,161.69222
74.5,1/1/86 0:00,-84.27373,161.69192
1.4,1/1/86 0:00,-84.27363,161.69347
21.5,1/1/86 0:00,-84.2588,161.33802
6,1/1/86 0:00,-84.25344,161.38833
77.7,1/1/86 0:00,-84.27375,161.69202
9.3,1/1/86 0:00,-84.2737,161.69154
5.6,1/1/86 0:00,-84.2537,161.3505
18.8,1/1/86 0:00,-84.25352,161.38919
41.5,1/1/86 0:00,-84.25269,161.39531
48.8,1/1/86 0:00,-84.25394,161.37079
22.5,1/1/86 0:00,-84.25331,161.3942
5.4,1/1/86 0:00,-84.2737,161.69157
13.5,1/1/86 0:00,-84.25879,161.41884
18.8,1/1/86 0:00,-84.27377,161.69153
5.4,1/1/86 0:00,-84.27375,161.69205
4.6,1/1/86 0:00,-84.27371,161.69175
68.7,1/1/86 0:00,-84.27385,161.69072
6.3,1/1/86 0:00,-84.28484,161.58335
14.8,1/1/86 0:00,-84.27383,161.68987
10.6,1/1/86 0:00,-84.27373,161.69228
2,1/1/86 0:00,-84.2737,161.69158
2.4,1/1/86 0:00,-84.27376,161.69043
4.2,1/1/86 0:00,-84.27368,161.69204
2.4,1/1/86 0:00,-84.25105,161.35923
41.3,1/1/86 0:00,-84.25238,161.36184
6.8,1/1/86 0:00,-84.27368,161.69162
54.7,1/1/86 0:00,-84.25163,161.3654
22.3,1/1/86 0:00,-84.25817,161.40303
1.8,1/1/86 0:00,-84.27377,161.69209
23,1/1/86 0:00,-84.25151,161.38736
8.8,1/1/86 0:00,-84.25817,161.38257
13.2,1/1/86 0:00,-84.25254,161.39806
7,1/1/86 0:00,-84.2737,161.69159
24.3,1/1/86 0:00,-84.27388,161.6935
9.2,1/1/86 0:00,-84.25881,161.4208
18.5,1/1/86 0:00,-84.27374,161.69169
8.9,1/1/86 0:00,-84.25185,161.39507
6.3,1/1/86 0:00,-84.27369,161.69165
0.6,1/1/86 0:00,-84.2737,161.69153
19.2,1/1/86 0:00,-84.2737,161.69153
8.1,1/1/86 0:00,-84.2737,161.69157
11.9,1/1/86 0:00,-84.27374,161.69091
37.7,1/1/86 0:00,-84.25345,161.39103
19.3,1/1/86 0:00,-84.2738,161.69275
4.5,1/1/86 0:00,-84.27374,161.6907
23.7,1/1/86 0:00,-84.25027,161.38373
8.6,1/1/86 0:00,-84.27378,161.69237
37.1,1/1/86 0:00,-84.27377,161.69207
6.6,1/1/86 0:00,-84.24972,161.38418
13.5,1/1/86 0:00,-84.27372,161.69053
28.4,1/1/86 0:00,-84.27369,161.69162
8.3,1/1/86 0:00,-84.25107,161.35765
198.9,1/1/86 0:00,-84.27889,161.61096
53.1,1/1/86 0:00,-84.27373,161.6909
196.9,1/1/86 0:00,-84.27923,161.61095
104,1/1/86 0:00,-84.27894,161.61353
10.9,1/1/86 0:00,-84.27375,161.69071
38,1/1/86 0:00,-84.27382,161.69196
84.8,1/1/86 0:00,-84.28526,161.58238
23.2,1/1/86 0:00,-84.25828,161.34092
66.7,1/1/86 0:00,-84.27885,161.61701
20.6,1/1/86 0:00,-84.25813,161.39688
14.6,1/1/86 0:00,-84.27855,161.6194
15.4,1/1/86 0:00,-84.27855,161.6194
14.1,1/1/86 0:00,-84.27855,161.6194
70.9,1/1/86 0:00,-84.27855,161.6194
2.5,1/1/86 0:00,-84.25744,161.48632
52.8,1/1/86 0:00,-84.26009,161.35212
28.2,1/1/86 0:00,-84.27858,161.61749
23.6,1/1/86 0:00,-84.27858,161.61748
28.5,1/1/86 0:00,-84.25645,161.34377
21.8,1/1/86 0:00,-84.25945,161.34653
9.2,1/1/86 0:00,-84.27375,161.69148
33.8,1/1/86 0:00,-84.27373,161.69099
6.4,1/1/86 0:00,-84.26032,161.38016
5.8,1/1/86 0:00,-84.24971,161.38443
47.3,1/1/86 0:00,-84.25934,161.3914
4.2,1/1/86 0:00,-84.27372,161.69167
17.4,1/1/86 0:00,-84.2501,161.38329
33.7,1/1/86 0:00,-84.25719,161.35229
32.9,1/1/86 0:00,-84.25691,161.34294
17.8,1/1/86 0:00,-84.25487,161.3436
6.8,1/1/86 0:00,-84.25769,161.40851
8.7,1/1/86 0:00,-84.25771,161.38104
33.5,1/1/86 0:00,-84.25687,161.37053
16.7,1/1/86 0:00,-84.25699,161.40284
13.5,1/1/86 0:00,-84.25718,161.47882
29.7,1/1/86 0:00,-84.25729,161.39368
44.3,1/1/86 0:00,-84.25711,161.38653
32.9,1/1/86 0:00,-84.25934,161.35931
7.6,1/1/86 0:00,-84.25796,161.40188
9.3,1/1/86 0:00,-84.25633,161.35847
11.5,1/1/86 0:00,-84.25773,161.38703
7.7,1/1/86 0:00,-84.25638,161.4076
13.7,1/1/86 0:00,-84.25751,161.36679
6.7,1/1/86 0:00,-84.25676,161.41325
11.9,1/1/86 0:00,-84.25867,161.41623
15.1,1/1/86 0:00,-84.25485,161.34317
7,1/1/86 0:00,-84.25699,161.41762
2.7,1/1/86 0:00,-84.25862,161.41322
9.8,1/1/86 0:00,-84.25658,161.41217
12.1,1/1/86 0:00,-84.25661,161.36341
8.3,1/1/86 0:00,-84.2567,161.44728
28.9,1/1/86 0:00,-84.25739,161.34258
10,1/1/86 0:00,-84.2566,161.44679
12.5,1/1/86 0:00,-84.25783,161.4132
6.5,1/1/86 0:00,-84.2571,161.4014
46.9,1/1/86 0:00,-84.25724,161.36078
3.8,1/1/86 0:00,-84.2581,161.41952
9.4,1/1/86 0:00,-84.30921,161.92738
4.7,1/1/86 0:00,-84.25704,161.39527
14.3,1/1/86 0:00,-84.25681,161.40281
23.4,1/1/86 0:00,-84.25792,161.34166
11.1,1/1/86 0:00,-84.25638,161.37743
3.8,1/1/86 0:00,-84.25761,161.45947
2.9,1/1/86 0:00,-84.25613,161.34998
12.8,1/1/86 0:00,-84.2576,161.36651
1.7,1/1/86 0:00,-84.25705,161.4721
18.8,1/1/86 0:00,-84.25868,161.34873
7.2,1/1/86 0:00,-84.25942,161.36625
12.7,1/1/86 0:00,-84.25837,161.40172
15.4,1/1/86 0:00,-84.25691,161.3546
30.8,1/1/86 0:00,-84.25715,161.38959
9,1/1/86 0:00,-84.25747,161.40135
18.3,1/1/86 0:00,-84.2568,161.40239
24.5,1/1/86 0:00,-84.25819,161.39785
8.6,1/1/86 0:00,-84.25682,161.41569
8.2,1/1/86 0:00,-84.25755,161.34853
15.4,1/1/86 0:00,-84.25914,161.37845
29,1/1/86 0:00,-84.25835,161.43031
2.2,1/1/86 0:00,-84.32291,161.95242
15.4,1/1/86 0:00,-84.25486,161.343
26,1/1/86 0:00,-84.25651,161.35153
18.2,1/1/86 0:00,-84.25909,161.41026
20.7,1/1/86 0:00,-84.25687,161.34346
13,1/1/86 0:00,-84.26164,161.35686
18.3,1/1/86 0:00,-84.25715,161.391
25.8,1/1/86 0:00,-84.25865,161.37228
4.2,1/1/86 0:00,-84.25748,161.48621
17.6,1/1/86 0:00,-84.25487,161.3437
6.9,1/1/86 0:00,-84.25712,161.34279
1.8,1/1/86 0:00,-84.25799,161.39458
27.2,1/1/86 0:00,-84.25692,161.37667
2.4,1/1/86 0:00,-84.25758,161.47106
6.3,1/1/86 0:00,-84.25634,161.40377
19.4,1/1/86 0:00,-84.25789,161.38251
13.5,1/1/86 0:00,-84.25789,161.38159
5.4,1/1/86 0:00,-84.25861,161.41604
10.9,1/1/86 0:00,-84.25849,161.39663
30.6,1/1/86 0:00,-84.2585,161.38813
18.8,1/1/86 0:00,-84.25587,161.34647
22.9,1/1/86 0:00,-84.25846,161.34923
15.9,1/1/86 0:00,-84.25695,161.35493
4.8,1/1/86 0:00,-84.25817,161.34294
47.5,1/1/86 0:00,-84.25817,161.34324
11.1,1/1/86 0:00,-84.25752,161.37819
6.1,1/1/86 0:00,-84.25753,161.41169
10.3,1/1/86 0:00,-84.25862,161.41297
28.4,1/1/86 0:00,-84.25806,161.34775
11.3,1/1/86 0:00,-84.25709,161.37906
11.5,1/1/86 0:00,-84.25478,161.34315
7.6,1/1/86 0:00,-84.25645,161.36202
10,1/1/86 0:00,-84.27366,161.69394
41.5,1/1/86 0:00,-84.2688,161.36236
18.5,1/1/86 0:00,-84.27382,161.68676
18,1/1/86 0:00,-84.27366,161.69375
14.8,1/1/86 0:00,-84.2538,161.3513
31.9,1/1/86 0:00,-84.25313,161.34988
2.9,1/1/86 0:00,-84.27369,161.6869
18.2,1/1/86 0:00,-84.25578,161.38401
12.2,1/1/86 0:00,-84.2679,161.37118
61.4,1/1/86 0:00,-84.25478,161.34293
22.5,1/1/86 0:00,-84.26644,161.36411
17.4,1/1/86 0:00,-84.25562,161.38191
35.8,1/1/86 0:00,-84.25557,161.39087
17.7,1/1/86 0:00,-84.25643,161.37728
6.9,1/1/86 0:00,-84.25295,161.35012
12.4,1/1/86 0:00,-84.27377,161.68691
9.2,1/1/86 0:00,-84.25592,161.3721
163.1,1/1/86 0:00,-84.31177,161.25171
5.5,1/1/86 0:00,-84.25449,161.36413
27.9,1/1/86 0:00,-84.25466,161.35175
123.3,1/1/86 0:00,-84.27394,161.68562
6.5,1/1/86 0:00,-84.2527,161.35424
19.6,1/1/86 0:00,-84.27371,161.69393
6.2,1/1/86 0:00,-84.25525,161.36958
25,1/1/86 0:00,-84.25442,161.34898
17.6,1/1/86 0:00,-84.27378,161.68787
8.9,1/1/86 0:00,-84.25618,161.37273
13.4,1/1/86 0:00,-84.25466,161.34381
6.9,1/1/86 0:00,-84.26184,161.35958
102.8,1/1/86 0:00,-84.27397,161.68717
48.6,1/1/86 0:00,-84.27394,161.68552
28.9,1/1/86 0:00,-84.27398,161.68713
2.4,1/1/86 0:00,-84.27366,161.69391
18.2,1/1/86 0:00,-84.25464,161.39995
19.4,1/1/86 0:00,-84.26836,161.37121
9.6,1/1/86 0:00,-84.25423,161.39683
14.3,1/1/86 0:00,-84.2739,161.68744
6.7,1/1/86 0:00,-84.25509,161.37615
1.5,1/1/86 0:00,-84.27382,161.68591
13.8,1/1/86 0:00,-84.27387,161.68763
28.9,1/1/86 0:00,-84.25621,161.39112
25.4,1/1/86 0:00,-84.25567,161.38189
7.1,1/1/86 0:00,-84.27032,161.36955
33.1,1/1/86 0:00,-84.25433,161.34459
12.8,1/1/86 0:00,-84.27381,161.6875
5.7,1/1/86 0:00,-84.27376,161.68668
5.1,1/1/86 0:00,-84.25204,161.3893
2.9,1/1/86 0:00,-84.27371,161.68664
2.3,1/1/86 0:00,-84.25628,161.39613
3.6,1/1/86 0:00,-84.25614,161.38741
44.8,1/1/86 0:00,-84.2538,161.37158
141.8,1/1/86 0:00,-84.25594,161.38097
22.6,1/1/86 0:00,-84.27375,161.68793
32.9,1/1/86 0:00,-84.27397,161.68804
10.1,1/1/86 0:00,-84.25372,161.35108
8.5,1/1/86 0:00,-84.27381,161.68785
25.3,1/1/86 0:00,-84.27362,161.69377
21.8,1/1/86 0:00,-84.25478,161.39753
3.7,1/1/86 0:00,-84.27367,161.69406
24.1,1/1/86 0:00,-84.25457,161.36621
8.5,1/1/86 0:00,-84.25614,161.38132
12.5,1/1/86 0:00,-84.25512,161.38693
13.8,1/1/86 0:00,-84.27382,161.68795
10.1,1/1/86 0:00,-84.26367,161.42074
15.1,1/1/86 0:00,-84.27382,161.68676
5.1,1/1/86 0:00,-84.27382,161.68591
2,1/1/86 0:00,-84.27399,161.68703
40.8,1/1/86 0:00,-84.26421,161.39632
17.7,1/1/86 0:00,-84.27372,161.68663
22,1/1/86 0:00,-84.25424,161.39722
22.4,1/1/86 0:00,-84.25206,161.39083
4.2,1/1/86 0:00,-84.25441,161.38531
19.8,1/1/86 0:00,-84.27378,161.68797
16,1/1/86 0:00,-84.25512,161.39903
30.3,1/1/86 0:00,-84.25459,161.36919
36,1/1/86 0:00,-84.27394,161.68774
35.4,1/1/86 0:00,-84.25494,161.391
25.4,1/1/86 0:00,-84.27396,161.68813
1.4,1/1/86 0:00,-84.27379,161.68673
12.8,1/1/86 0:00,-84.27384,161.68624
10.5,1/1/86 0:00,-84.2518,161.38922
55.7,1/1/86 0:00,-84.27378,161.69397
62.4,1/1/86 0:00,-84.25417,161.35252
13.6,1/1/86 0:00,-84.27379,161.68789
4,1/1/86 0:00,-84.27376,161.68699
4.2,1/1/86 0:00,-84.27366,161.69394
44.9,1/1/86 0:00,-84.28036,161.39621
41.5,1/1/86 0:00,-84.28617,161.34667
10.8,1/1/86 0:00,-84.27376,161.69047
17.6,1/1/86 0:00,-84.27649,161.35895
9.6,1/1/86 0:00,-84.24524,161.44844
14.9,1/1/86 0:00,-84.25276,161.40336
32.8,1/1/86 0:00,-84.27706,161.34768
1.3,1/1/86 0:00,-84.27379,161.6898
2,1/1/86 0:00,-84.27376,161.69016
43.8,1/1/86 0:00,-84.27048,161.40849
28.5,1/1/86 0:00,-84.27381,161.68923
3,1/1/86 0:00,-84.27363,161.41336
7.2,1/1/86 0:00,-84.27376,161.69017
25.1,1/1/86 0:00,-84.27387,161.68963
9,1/1/86 0:00,-84.27023,161.41375
5.1,1/1/86 0:00,-84.27374,161.69019
40.2,1/1/86 0:00,-84.29103,161.32518
17.6,1/1/86 0:00,-84.23624,161.41772
4.2,1/1/86 0:00,-84.27386,161.68661
40.4,1/1/86 0:00,-84.27379,161.68915
0.6,1/1/86 0:00,-84.27387,161.68663
4.9,1/1/86 0:00,-84.2713,161.43136
3.1,1/1/86 0:00,-84.27004,161.41019
13.8,1/1/86 0:00,-84.27015,161.40904
7.6,1/1/86 0:00,-84.27387,161.68949
67.1,1/1/86 0:00,-84.29647,161.31977
101.8,1/1/86 0:00,-84.29439,161.31133
3.8,1/1/86 0:00,-84.27387,161.68661
41.4,1/1/86 0:00,-84.27382,161.68978
22.7,1/1/86 0:00,-84.27379,161.68976
4.3,1/1/86 0:00,-84.27383,161.68987
62.4,1/1/86 0:00,-84.27639,161.34562
6.6,1/1/86 0:00,-84.2739,161.68679
3.2,1/1/86 0:00,-84.2739,161.68942
3.5,1/1/86 0:00,-84.27385,161.68571
33.2,1/1/86 0:00,-84.27381,161.68954
17.5,1/1/86 0:00,-84.27374,161.4136
5.3,1/1/86 0:00,-84.28658,161.35697
8.4,1/1/86 0:00,-84.27371,161.6936
19.9,1/1/86 0:00,-84.27376,161.69052
6.8,1/1/86 0:00,-84.27387,161.68641
44.2,1/1/86 0:00,-84.2739,161.68664
7.2,1/1/86 0:00,-84.27283,161.41455
5,1/1/86 0:00,-84.2706,161.41011
20.7,1/1/86 0:00,-84.27382,161.68889
14.4,1/1/86 0:00,-84.27388,161.6865
9.2,1/1/86 0:00,-84.28986,161.28593
6.2,1/1/86 0:00,-84.27145,161.4175
3.1,1/1/86 0:00,-84.27379,161.69016
8.3,1/1/86 0:00,-84.27384,161.68604
25.6,1/1/86 0:00,-84.27395,161.68721
26.8,1/1/86 0:00,-84.27388,161.68599
21.3,1/1/86 0:00,-84.27052,161.4121
25.1,1/1/86 0:00,-84.27756,161.35435
9.4,1/1/86 0:00,-84.29118,161.33328
2.4,1/1/86 0:00,-84.27383,161.68894
6.3,1/1/86 0:00,-84.27378,161.68969
17.1,1/1/86 0:00,-84.27382,161.68953
3.6,1/1/86 0:00,-84.2739,161.68941
3.2,1/1/86 0:00,-84.26962,161.41687
3.1,1/1/86 0:00,-84.27158,161.41895
20.4,1/1/86 0:00,-84.27985,161.35251
38.1,1/1/86 0:00,-84.27467,161.40213
19.2,1/1/86 0:00,-84.25767,161.38104
9.6,1/1/86 0:00,-84.27373,161.69025
26.9,1/1/86 0:00,-84.2918,161.3294
4.7,1/1/86 0:00,-84.2738,161.6897
23.3,1/1/86 0:00,-84.27633,161.35942
7.1,1/1/86 0:00,-84.25338,161.38503
9.1,1/1/86 0:00,-84.27766,161.35575
3.4,1/1/86 0:00,-84.27015,161.41279
5,1/1/86 0:00,-84.27,161.41035
2.7,1/1/86 0:00,-84.26965,161.41847
181.5,1/1/86 0:00,-84.27398,161.68815
5.6,1/1/86 0:00,-84.27387,161.68651
5.9,1/1/86 0:00,-84.27385,161.68603
2.9,1/1/86 0:00,-84.27379,161.69013
19.8,1/1/86 0:00,-84.27384,161.68973
4.8,1/1/86 0:00,-84.27385,161.68562
25.9,1/1/86 0:00,-84.27382,161.68975
10.5,1/1/86 0:00,-84.27142,161.42937
28.6,1/1/86 0:00,-84.27385,161.68603
7.4,1/1/86 0:00,-84.27384,161.68986
8.7,1/1/86 0:00,-84.27278,161.41506
146.6,1/1/86 0:00,-84.27386,161.68873
11.8,1/1/86 0:00,-84.2777,161.35364
30.1,1/1/86 0:00,-84.29212,161.33398
31.7,1/1/86 0:00,-84.29669,161.31934
10.5,1/1/86 0:00,-84.26943,161.41031
41.1,1/1/86 0:00,-84.27392,161.68942
2,1/1/86 0:00,-84.26952,161.41156
3.6,1/1/86 0:00,-84.2529,161.40305
9,1/1/86 0:00,-84.25606,161.41442
31.6,1/1/86 0:00,-84.25216,161.41163
6.6,1/1/86 0:00,-84.25524,161.48118
21.8,1/1/86 0:00,-84.27375,161.69362
10.5,1/1/86 0:00,-84.27373,161.69317
5.9,1/1/86 0:00,-84.2554,161.41838
34.5,1/1/86 0:00,-84.27377,161.69368
2.6,1/1/86 0:00,-84.25503,161.42898
26.3,1/1/86 0:00,-84.25595,161.40013
24.2,1/1/86 0:00,-84.27373,161.6933
1.6,1/1/86 0:00,-84.25625,161.43107
30.2,1/1/86 0:00,-84.25507,161.40694
15.1,1/1/86 0:00,-84.27377,161.69328
6,1/1/86 0:00,-84.25521,161.42141
69.9,1/1/86 0:00,-84.27378,161.69387
2.6,1/1/86 0:00,-84.2546,161.40302
14.3,1/1/86 0:00,-84.25464,161.40762
12.6,1/1/86 0:00,-84.25596,161.40087
9.6,1/1/86 0:00,-84.25515,161.4072
3,1/1/86 0:00,-84.25471,161.40156
6.9,1/1/86 0:00,-84.25533,161.44042
18.8,1/1/86 0:00,-84.25578,161.39972
9,1/1/86 0:00,-84.25249,161.40494
14,1/1/86 0:00,-84.25221,161.39955
6.6,1/1/86 0:00,-84.25589,161.42723
8.2,1/1/86 0:00,-84.25469,161.40646
1,1/1/86 0:00,-84.2737,161.69302
36.3,1/1/86 0:00,-84.27377,161.69382
1.4,1/1/86 0:00,-84.25529,161.43171
23.7,1/1/86 0:00,-84.25482,161.39917
3.5,1/1/86 0:00,-84.25504,161.41864
4.1,1/1/86 0:00,-84.25497,161.43091
1.3,1/1/86 0:00,-84.25539,161.43595
13.5,1/1/86 0:00,-84.25581,161.40856
4.3,1/1/86 0:00,-84.25607,161.41559
3.1,1/1/86 0:00,-84.25607,161.41563
18.2,1/1/86 0:00,-84.27374,161.69299
1.6,1/1/86 0:00,-84.2558,161.44739
42.8,1/1/86 0:00,-84.2549,161.39106
2.3,1/1/86 0:00,-84.25524,161.43398
13.1,1/1/86 0:00,-84.27374,161.69301
2.5,1/1/86 0:00,-84.25555,161.44472
7.7,1/1/86 0:00,-84.27377,161.69387
11.1,1/1/86 0:00,-84.25499,161.40492
6.8,1/1/86 0:00,-84.2556,161.42491
2.4,1/1/86 0:00,-84.25407,161.39322
3.1,1/1/86 0:00,-84.25631,161.42005
2.3,1/1/86 0:00,-84.25555,161.43227
6.5,1/1/86 0:00,-84.25511,161.40605
6.6,1/1/86 0:00,-84.25477,161.40453
5.7,1/1/86 0:00,-84.25534,161.42357
10.4,1/1/86 0:00,-84.27371,161.69339
7.3,1/1/86 0:00,-84.25621,161.43656
6.1,1/1/86 0:00,-84.25501,161.40627
22.5,1/1/86 0:00,-84.27372,161.6925
4.8,1/1/86 0:00,-84.25567,161.43494
3.9,1/1/86 0:00,-84.2561,161.42018
16.6,1/1/86 0:00,-84.27375,161.69293
45.4,1/1/86 0:00,-84.27373,161.6925
6.4,1/1/86 0:00,-84.25579,161.41538
6.9,1/1/86 0:00,-84.25534,161.40834
10.6,1/1/86 0:00,-84.25595,161.40117
59.1,1/1/86 0:00,-84.27377,161.69341
10.6,1/1/86 0:00,-84.27396,161.68166
14.8,1/1/86 0:00,-84.27411,161.67816
9.3,1/1/86 0:00,-84.27404,161.67881
9.8,1/1/86 0:00,-84.26936,161.42773
9.5,1/1/86 0:00,-84.24445,161.40631
39.4,1/1/86 0:00,-84.27402,161.67932
4.3,1/1/86 0:00,-84.2694,161.41639
5,1/1/86 0:00,-84.2738,161.68572
33.5,1/1/86 0:00,-84.27422,161.67648
19.6,1/1/86 0:00,-84.27422,161.67635
49.4,1/1/86 0:00,-84.27406,161.68131
3,1/1/86 0:00,-84.27417,161.6765
49.9,1/1/86 0:00,-84.27424,161.67671
22.2,1/1/86 0:00,-84.27412,161.67904
13,1/1/86 0:00,-84.27425,161.67671
18,1/1/86 0:00,-84.27389,161.68425
8.2,1/1/86 0:00,-84.27396,161.68193
18.6,1/1/86 0:00,-84.27396,161.6814
0.6,1/1/86 0:00,-84.27411,161.67841
25.3,1/1/86 0:00,-84.274,161.68216
64.8,1/1/86 0:00,-84.27431,161.67679
18.5,1/1/86 0:00,-84.27406,161.67817
26.3,1/1/86 0:00,-84.27411,161.67837
70.9,1/1/86 0:00,-84.27424,161.67704
0.4,1/1/86 0:00,-84.27402,161.67934
11.5,1/1/86 0:00,-84.28333,161.08333
11.3,1/1/86 0:00,-84.27424,161.67689
58.5,1/1/86 0:00,-84.27414,161.67823
82.9,1/1/86 0:00,-84.27413,161.67828
29.7,1/1/86 0:00,-84.27398,161.68365
20.8,1/1/86 0:00,-84.26487,161.40626
6.8,1/1/86 0:00,-84.274,161.6823
14.5,1/1/86 0:00,-84.27422,161.67685
0.6,1/1/86 0:00,-84.27412,161.67838
11.9,1/1/86 0:00,-84.2739,161.68536
1.9,1/1/86 0:00,-84.27304,161.41483
141.2,1/1/86 0:00,-84.27408,161.68151
12.4,1/1/86 0:00,-84.27396,161.6825
10.6,1/1/86 0:00,-84.27403,161.6788
