mass (g),year,reclat,reclong
209.4,1/1/95 0:00,-85.66667,175
264.2,1/1/95 0:00,-85.66667,175
167.5,1/1/95 0:00,-85.66667,175
50.7,1/1/95 0:00,-85.66667,175
154.5,1/1/95 0:00,-85.66667,175
139.7,1/1/95 0:00,-85.66667,175
46.6,1/1/95 0:00,-85.66667,175
146.2,1/1/95 0:00,-85.66667,175
51.4,1/1/95 0:00,-85.66667,175
84.8,1/1/95 0:00,-85.66667,175
89.6,1/1/95 0:00,-85.66667,175
90.62,1/1/95 0:00,-85.66667,175
137.77,1/1/95 0:00,-85.66667,175
53.4,1/1/95 0:00,-85.66667,175
106.2,1/1/95 0:00,-85.66667,175
16.1,1/1/95 0:00,-85.66667,175
158.7,1/1/95 0:00,-85.66667,175
75.1,1/1/95 0:00,-85.66667,175
49.4,1/1/95 0:00,-85.66667,175
8.6,1/1/95 0:00,-85.66667,175
108.2,1/1/95 0:00,-85.66667,175
138.3,1/1/95 0:00,-85.66667,175
88.6,1/1/95 0:00,-85.66667,175
92.8,1/1/95 0:00,-85.66667,175
117.7,1/1/95 0:00,-85.66667,175
111.2,1/1/95 0:00,-85.66667,175
127.8,1/1/95 0:00,-85.66667,175
125.8,1/1/95 0:00,-85.66667,175
111.2,1/1/95 0:00,-85.66667,175
86.4,1/1/95 0:00,-85.66667,175
12.8,1/1/95 0:00,-85.66667,175
77.3,1/1/95 0:00,-85.66667,175
148.1,1/1/95 0:00,-85.66667,175
12.69,1/1/95 0:00,-85.66667,175
76.9,1/1/95 0:00,-85.66667,175
14.4,1/1/95 0:00,-85.66667,175
75.7,1/1/95 0:00,-85.66667,175
19.8,1/1/95 0:00,-85.66667,175
156.2,1/1/95 0:00,-85.66667,175
51.5,1/1/95 0:00,-85.66667,175
43.1,1/1/95 0:00,-85.66667,175
153.2,1/1/95 0:00,-85.66667,175
29.2,1/1/95 0:00,-85.66667,175
15.8,1/1/95 0:00,-85.66667,175
71.4,1/1/95 0:00,-85.66667,175
6.08,1/1/95 0:00,-85.66667,175
32.6,1/1/95 0:00,-85.66667,175
25.1,1/1/95 0:00,-85.66667,175
26.7,1/1/95 0:00,-85.66667,175
43.6,1/1/95 0:00,-85.66667,175
58.8,1/1/95 0:00,-85.66667,175
29.5,1/1/95 0:00,-85.66667,175
110.5,1/1/95 0:00,-85.66667,175
122.6,1/1/95 0:00,-85.66667,175
40.3,1/1/95 0:00,-85.66667,175
26.7,1/1/95 0:00,-85.66667,175
30.5,1/1/95 0:00,-85.66667,175
161.3,1/1/95 0:00,-85.66667,175
57.6,1/1/95 0:00,-85.66667,175
40.7,1/1/95 0:00,-85.66667,175
11.9,1/1/95 0:00,-85.66667,175
88.6,1/1/95 0:00,-85.66667,175
52.2,1/1/95 0:00,-85.66667,175
186.5,1/1/95 0:00,-85.66667,175
21.2,1/1/95 0:00,-85.66667,175
113.3,1/1/95 0:00,-85.66667,175
71.5,1/1/95 0:00,-85.66667,175
79.6,1/1/95 0:00,-85.66667,175
58.1,1/1/95 0:00,-85.66667,175
119.8,1/1/95 0:00,-85.66667,175
75.5,1/1/95 0:00,-85.66667,175
125.9,1/1/95 0:00,-85.66667,175
293,1/1/95 0:00,-85.66667,175
90.9,1/1/95 0:00,-85.66667,175
82.3,1/1/95 0:00,-85.66667,175
33.3,1/1/95 0:00,-85.66667,175
21.9,1/1/95 0:00,-85.66667,175
9.5,1/1/95 0:00,-85.66667,175
12.2,1/1/95 0:00,-85.66667,175
10.2,1/1/95 0:00,-85.66667,175
2.42,1/1/95 0:00,-85.66667,175
8.6,1/1/95 0:00,-85.66667,175
57.1,1/1/95 0:00,-85.66667,175
93.8,1/1/95 0:00,-85.66667,175
89.1,1/1/95 0:00,-85.66667,175
84.3,1/1/95 0:00,-85.66667,175
93.5,1/1/95 0:00,-85.66667,175
93.33,1/1/95 0:00,-85.66667,175
59,1/1/95 0:00,-85.66667,175
67.1,1/1/95 0:00,-85.66667,175
11.6,1/1/95 0:00,-85.66667,175
27.4,1/1/95 0:00,-85.66667,175
20.7,1/1/95 0:00,-85.66667,175
57.62,1/1/95 0:00,-85.66667,175
6.9,1/1/95 0:00,-85.66667,175
131.6,1/1/95 0:00,-85.66667,175
17.2,1/1/95 0:00,-85.66667,175
112,1/1/95 0:00,-85.66667,175
43.4,1/1/95 0:00,-85.66667,175
89.7,1/1/95 0:00,-85.66667,175
127.3,1/1/95 0:00,-85.66667,175
66.5,1/1/95 0:00,-85.66667,175
72.3,1/1/95 0:00,-85.66667,175
3.37,1/1/02 0:00,-73.09722,75.175
4.89,1/1/02 0:00,-73.09667,75.175
4.76,1/1/02 0:00,-73.10417,75.17944
2.24,1/1/02 0:00,-73.09806,75.17833
0.4,1/1/02 0:00,-73.0975,75.20472
1.67,1/1/02 0:00,-73.09639,75.2025
25.94,1/1/02 0:00,-73.08972,75.18944
6.17,1/1/02 0:00,-73.09806,75.20917
2.11,1/1/02 0:00,-73.09222,75.19333
2.5,1/1/02 0:00,-73.11389,75.105
0.55,1/1/02 0:00,-73.11333,75.10389
1.33,1/1/02 0:00,-73.10389,75.17
7.4,1/1/02 0:00,-73.10333,75.17028
2.72,1/1/02 0:00,-73.105,75.17139
10.1,1/1/02 0:00,-73.12139,75.10639
1.53,1/1/02 0:00,-73.09694,75.19833
2.2,1/1/02 0:00,-73.09639,75.18417
2.5,1/1/02 0:00,-73.09361,75.19056
10.1,1/1/02 0:00,-73.08389,75.21639
2.56,1/1/02 0:00,-73.08611,75.23417
11.3,1/1/02 0:00,-73.08639,75.23306
3.4,1/1/02 0:00,-73.08583,75.2075
2.69,1/1/02 0:00,-73.08583,75.20833
8.09,1/1/02 0:00,-73.08389,75.20833
3.6,1/1/02 0:00,-73.0775,75.27528
12,1/1/02 0:00,-73.075,75.25528
428.8,1/1/02 0:00,-73.06917,75.27694
10.1,1/1/02 0:00,-73.07306,75.26889
39.6,1/1/02 0:00,-73.07056,75.26556
0.5,1/1/02 0:00,-73.07444,75.27417
1.93,1/1/02 0:00,-73.08583,75.22
1.91,1/1/02 0:00,-73.11417,75.16889
1.51,1/1/02 0:00,-73.10417,75.16778
24.6,1/1/02 0:00,-73.10333,75.17361
6.32,1/1/02 0:00,-73.10806,75.20417
1.1,1/1/02 0:00,-73.09889,75.175
1.64,1/1/02 0:00,-73.10556,75.17056
25.6,1/1/02 0:00,-73.14361,75.0575
166.1,1/1/02 0:00,-73.16306,75.05472
31.7,1/1/02 0:00,-73.13472,75.04278
1.41,1/1/02 0:00,-73.10528,75.15222
2.16,1/1/03 0:00,-73.00639,75.19222
56.9,1/1/03 0:00,-72.99444,75.20778
5.52,1/1/03 0:00,-72.99389,75.2125
1.96,1/1/03 0:00,-72.99167,75.21056
3,1/1/03 0:00,-72.99861,75.23611
8.9,1/1/03 0:00,-72.99944,75.22806
8.5,1/1/03 0:00,-73.00028,75.20222
1.22,1/1/03 0:00,-72.99444,75.20944
3.13,1/1/03 0:00,-72.99972,75.20972
1.36,1/1/03 0:00,-72.99167,75.22778
12.1,1/1/03 0:00,-73.01722,75.25556
10.5,1/1/03 0:00,-73.01,75.22778
2.16,1/1/03 0:00,-73.01611,75.18611
3.01,1/1/03 0:00,-72.99889,75.19722
5.46,1/1/03 0:00,-72.99861,75.19806
14.1,1/1/03 0:00,-72.99694,75.20611
2.53,1/1/03 0:00,-72.99444,75.20556
209,1/1/03 0:00,-72.99417,75.20528
21.2,1/1/03 0:00,-72.99306,75.2
6.55,1/1/03 0:00,-72.99917,75.22778
2.26,1/1/03 0:00,-72.99722,75.21944
2.86,1/1/03 0:00,-72.99444,75.21667
1.99,1/1/03 0:00,-72.99667,75.21972
2.33,1/1/03 0:00,-72.99694,75.22306
1.76,1/1/03 0:00,-72.99917,75.23889
0.94,1/1/03 0:00,-72.986111,75.231944
623.8,1/1/03 0:00,-72.995,75.20583
171.5,1/1/03 0:00,-72.99556,75.20778
7.91,1/1/03 0:00,-72.99917,75.20278
4.51,1/1/03 0:00,-72.99889,75.20417
13,1/1/03 0:00,-72.99833,75.19583
9,1/1/03 0:00,-72.99889,75.21278
1.48,1/1/03 0:00,-72.99583,75.20972
32.2,1/1/03 0:00,-72.99583,75.20667
37.3,1/1/03 0:00,-72.99528,75.20444
1.31,1/1/03 0:00,-72.99444,75.205
20,1/1/03 0:00,-73.01389,75.27083
24.8,1/1/03 0:00,-73.005,75.27222
5.77,1/1/03 0:00,-72.99028,75.27778
5.03,1/1/03 0:00,-72.99556,75.22056
8.7,1/1/03 0:00,-72.99639,75.21694
1.12,1/1/03 0:00,-72.99639,75.21278
7.73,1/1/03 0:00,-72.99667,75.20833
2.08,1/1/03 0:00,-72.99639,75.20778
2.07,1/1/03 0:00,-73.00222,75.28306
3.02,1/1/03 0:00,-73.00361,75.25278
4.56,1/1/03 0:00,-73.00361,75.25139
7.5,1/1/03 0:00,-72.99944,75.26111
5.32,1/1/03 0:00,-72.99583,75.2275
1.26,1/1/03 0:00,-72.99583,75.20667
1.06,1/1/03 0:00,-72.99556,75.20639
6.05,1/1/03 0:00,-72.99528,75.20667
1.79,1/1/03 0:00,-72.99694,75.20611
131.2,1/1/03 0:00,-72.99444,75.20417
122.7,1/1/03 0:00,-72.99444,75.20444
23.5,1/1/03 0:00,-72.9975,75.20417
7.25,1/1/03 0:00,-72.99722,75.20389
2.59,1/1/03 0:00,-72.99417,75.20444
4.23,1/1/03 0:00,-72.99667,75.21806
19.1,1/1/03 0:00,-72.99,75.26167
26.1,1/1/03 0:00,-72.98139,75.26
24.4,1/1/03 0:00,-72.98083,75.25556
13.9,1/1/03 0:00,-72.98083,75.25611
3.68,1/1/03 0:00,-72.98,75.25639
5.79,1/1/03 0:00,-72.98028,75.25556
2.02,1/1/03 0:00,-72.98028,75.25472
3.06,1/1/03 0:00,-72.98139,75.24972
2.18,1/1/03 0:00,-72.97972,75.25639
1.6,1/1/03 0:00,-72.98056,75.25556
1.28,1/1/03 0:00,-72.98,75.26
1,1/1/03 0:00,-72.98194,75.25167
8.34,1/1/03 0:00,-72.97861,75.26611
123.6,1/1/03 0:00,-72.97917,75.26556
3.51,1/1/03 0:00,-72.97667,75.26694
8.12,1/1/03 0:00,-72.97917,75.26583
36.4,1/1/03 0:00,-72.97889,75.26472
1.73,1/1/03 0:00,-72.97917,75.25806
14.5,1/1/03 0:00,-72.97833,75.25889
13.8,1/1/03 0:00,-72.97722,75.26028
3.39,1/1/03 0:00,-72.97778,75.26
1.47,1/1/03 0:00,-72.97861,75.26083
2.1,1/1/03 0:00,-72.97944,75.26028
4.79,1/1/03 0:00,-72.9775,75.26083
6.77,1/1/03 0:00,-72.98056,75.2625
11.7,1/1/03 0:00,-72.98139,75.26389
51.7,1/1/03 0:00,-72.98222,75.26583
139.7,1/1/03 0:00,-72.97667,75.26028
3.81,1/1/03 0:00,-72.97694,75.26111
1.9,1/1/03 0:00,-72.97722,75.26139
16.4,1/1/03 0:00,-72.97806,75.26056
12.3,1/1/03 0:00,-72.98,75.25889
3.31,1/1/03 0:00,-72.97917,75.26278
8.75,1/1/03 0:00,-72.98056,75.25833
2.27,1/1/03 0:00,-72.97861,75.255
3.25,1/1/03 0:00,-72.97833,75.25722
7.08,1/1/03 0:00,-72.97722,75.25861
0.92,1/1/03 0:00,-72.9775,75.263889
1.13,1/1/03 0:00,-72.97778,75.25778
2.28,1/1/03 0:00,-72.97694,75.25694
1.96,1/1/03 0:00,-72.97778,75.26167
1.69,1/1/03 0:00,-72.9775,75.25528
2.28,1/1/03 0:00,-72.97639,75.26722
2.9,1/1/03 0:00,-72.9775,75.26528
6.88,1/1/03 0:00,-72.9775,75.26583
8.89,1/1/03 0:00,-72.97694,75.2675
2.02,1/1/03 0:00,-72.97778,75.26556
1.45,1/1/03 0:00,-72.97972,75.26333
2.53,1/1/03 0:00,-72.97972,75.26361
1.6,1/1/03 0:00,-72.98056,75.26417
1.51,1/1/03 0:00,-72.98083,75.26111
612,1/1/03 0:00,-72.97722,75.26833
2.65,1/1/03 0:00,-72.97722,75.26806
4.8,1/1/03 0:00,-72.97722,75.26778
1101.8,1/1/03 0:00,-72.97667,75.27083
1.54,1/1/03 0:00,-72.97861,75.26111
3.72,1/1/03 0:00,-72.97833,75.26056
7.6,1/1/03 0:00,-72.97889,75.26111
2.31,1/1/03 0:00,-72.97611,75.26694
3.42,1/1/03 0:00,-72.97639,75.265
5.2,1/1/03 0:00,-72.97667,75.26583
6.96,1/1/03 0:00,-72.97639,75.26306
8.02,1/1/03 0:00,-72.9775,75.26306
7.48,1/1/03 0:00,-72.97806,75.26361
11.5,1/1/03 0:00,-72.97806,75.26333
4.78,1/1/03 0:00,-72.97806,75.26028
0.55,1/1/03 0:00,-72.976111,75.266389
1.05,1/1/03 0:00,-72.9775,75.26306
2.62,1/1/03 0:00,-72.97639,75.26389
56.05,1/1/03 0:00,-72.78167,75.30278
1.54,1/1/03 0:00,-72.97917,75.26167
1.6,1/1/03 0:00,-72.97806,75.26194
1.29,1/1/03 0:00,-72.97917,75.26694
0.55,1/1/03 0:00,-72.9775,75.264167
23.1,1/1/03 0:00,-72.99444,75.26444
1.04,1/1/03 0:00,-72.99444,75.26361
0.85,1/1/03 0:00,-72.994722,75.263333
3.17,1/1/03 0:00,-72.97806,75.26306
1.6,1/1/03 0:00,-72.9775,75.26722
37.8,1/1/03 0:00,-72.97861,75.25917
1.54,1/1/03 0:00,-72.97833,75.25944
558.6,1/1/03 0:00,-72.98444,75.225
0.52,1/1/03 0:00,-72.9925,75.206389
0.56,1/1/03 0:00,-72.9925,75.206389
38.3,1/1/03 0:00,-72.9925,75.20639
78.3,1/1/03 0:00,-72.9925,75.20639
0.68,1/1/03 0:00,-72.9925,75.206389
0.8,1/1/03 0:00,-72.9925,75.20639
0.85,1/1/03 0:00,-72.9925,75.206389
1.22,1/1/03 0:00,-72.9925,75.206389
31.2,1/1/03 0:00,-72.9925,75.20639
1.05,1/1/03 0:00,-72.9925,75.20639
1.19,1/1/03 0:00,-72.9925,75.20639
1.28,1/1/03 0:00,-72.9925,75.2064
1.72,1/1/03 0:00,-72.9925,75.20639
2.65,1/1/03 0:00,-72.9925,75.206389
6.34,1/1/03 0:00,-72.9925,75.20639
26,1/1/03 0:00,-72.9925,75.20639
28.8,1/1/03 0:00,-72.9925,75.20639
6.24,1/1/03 0:00,-72.987222,75.209722
6.4,1/1/03 0:00,-72.98722,75.20972
44.6,1/1/03 0:00,-72.99167,75.22222
16.5,1/1/03 0:00,-72.99167,75.22222
1.1,1/1/03 0:00,-73.000833,75.217222
4.31,1/1/03 0:00,-72.99361,75.21806
17.3,1/1/03 0:00,-72.9833,75.2142
14.9,1/1/03 0:00,-72.9881,75.2167
1.35,1/1/03 0:00,-72.983056,75.229167
0.44,1/1/03 0:00,-72.9831,75.2292
72.9,1/1/03 0:00,-72.98306,75.22917
77.6,1/1/03 0:00,-72.983056,75.229167
24,1/1/03 0:00,-72.983056,75.229167
14,1/1/03 0:00,-72.98306,75.22917
14.4,1/1/03 0:00,-72.98306,75.22917
9.96,1/1/03 0:00,-72.98306,75.22917
8.43,1/1/03 0:00,-72.983056,75.229167
4.38,1/1/03 0:00,-72.98306,75.22917
1.77,1/1/03 0:00,-72.983056,75.229167
1.06,1/1/03 0:00,-72.983056,75.229167
92.3,1/1/03 0:00,-72.983056,75.229167
1.53,1/1/03 0:00,-72.983056,75.229167
1.14,1/1/03 0:00,-72.98306,75.22917
1.54,1/1/03 0:00,-72.983056,75.229167
1.2,1/1/03 0:00,-72.98306,75.22917
1.2,1/1/03 0:00,-72.98306,75.22917
0.92,1/1/03 0:00,-72.983056,75.229167
0.84,1/1/03 0:00,-72.983056,75.229167
0.89,1/1/03 0:00,-72.983056,75.229167
0.68,1/1/03 0:00,-72.983056,75.229167
0.8,1/1/03 0:00,-72.98306,75.22917
0.48,1/1/03 0:00,-72.98306,75.22917
8.25,1/1/03 0:00,-72.98611,75.21389
4.39,1/1/03 0:00,-72.988333,75.203611
1.36,1/1/03 0:00,-72.988333,75.201389
68.7,1/1/03 0:00,-72.989722,75.2175
26.3,1/1/03 0:00,-72.98972,75.21833
3.27,1/1/03 0:00,-72.978889,75.260833
1.79,1/1/03 0:00,-72.978889,75.260833
18.6,1/1/03 0:00,-72.98389,75.24639
9.73,1/1/03 0:00,-72.983889,75.246389
0.55,1/1/03 0:00,-72.9839,75.2464
3.33,1/1/03 0:00,-72.983889,75.246389
0.82,1/1/03 0:00,-72.9839,75.2464
1.27,1/1/03 0:00,-72.98389,75.24639
4.57,1/1/03 0:00,-72.983889,75.246389
1.71,1/1/03 0:00,-72.98389,75.24639
6.79,1/1/03 0:00,-72.983889,75.246389
5,1/1/03 0:00,-72.98389,75.24639
3.2,1/1/03 0:00,-72.98389,75.24639
1.58,1/1/03 0:00,-72.983889,75.246389
1.74,1/1/03 0:00,-72.98389,75.24639
1.3,1/1/03 0:00,-72.983889,75.246389
2.11,1/1/03 0:00,-72.983889,75.246389
3.36,1/1/03 0:00,-72.98389,75.24639
4.26,1/1/03 0:00,-72.98389,75.24639
1.31,1/1/03 0:00,-72.98389,75.24639
1.2,1/1/03 0:00,-72.983889,75.246389
2.06,1/1/03 0:00,-72.98389,75.24639
1.86,1/1/03 0:00,-72.983889,75.246389
1.29,1/1/03 0:00,-72.983889,75.246389
1.27,1/1/03 0:00,-72.98389,75.24639
1.09,1/1/03 0:00,-72.983889,75.246389
1.15,1/1/03 0:00,-72.98389,75.24639
1.06,1/1/03 0:00,-72.983889,75.246389
1.35,1/1/03 0:00,-72.983889,75.246389
1.34,1/1/03 0:00,-72.983889,75.246389
0.9,1/1/03 0:00,-72.98389,75.24639
1.32,1/1/03 0:00,-72.98389,75.24639
0.98,1/1/03 0:00,-72.983889,75.246389
0.91,1/1/03 0:00,-72.98389,75.24639
0.69,1/1/03 0:00,-72.983889,75.246389
0.87,1/1/03 0:00,-72.9839,75.2464
0.87,1/1/03 0:00,-72.98389,75.24639
0.64,1/1/03 0:00,-72.983889,75.246389
0.84,1/1/03 0:00,-72.983889,75.246389
0.6,1/1/03 0:00,-72.9839,75.2464
0.6,1/1/03 0:00,-72.98389,75.24639
0.65,1/1/03 0:00,-72.9839,75.2464
0.64,1/1/03 0:00,-72.983889,75.246389
0.67,1/1/03 0:00,-72.98389,75.24639
0.67,1/1/03 0:00,-72.98389,75.24639
0.67,1/1/03 0:00,-72.98389,75.24639
0.67,1/1/03 0:00,-72.98389,75.24639
0.46,1/1/03 0:00,-72.98389,75.24639
0.54,1/1/03 0:00,-72.9839,75.2464
0.47,1/1/03 0:00,-72.9839,75.2464
0.44,1/1/03 0:00,-72.9839,75.2464
0.48,1/1/03 0:00,-72.98389,75.24639
0.46,1/1/03 0:00,-72.98389,75.24639
0.46,1/1/03 0:00,-72.98389,75.24639
0.46,1/1/03 0:00,-72.9839,75.2464
0.48,1/1/03 0:00,-72.98389,75.24639
0.44,1/1/03 0:00,-72.98389,75.24639
0.45,1/1/03 0:00,-72.9839,75.2464
0.47,1/1/03 0:00,-72.98389,75.24639
21.3,1/1/03 0:00,-72.983333,75.251111
1.27,1/1/03 0:00,-72.98417,75.24528
14.24,1/1/03 0:00,-72.98361,75.25111
50.07,1/1/03 0:00,-72.98417,75.24694
25,1/1/03 0:00,-72.984167,75.246944
20.23,1/1/03 0:00,-72.984167,75.246944
13.11,1/1/03 0:00,-72.98417,75.24694
5.47,1/1/03 0:00,-72.98361,75.24722
1.77,1/1/03 0:00,-72.983611,75.247222
1.85,1/1/03 0:00,-72.983611,75.247222
1.56,1/1/03 0:00,-72.98361,75.24722
1.56,1/1/03 0:00,-72.98361,75.24722
1.16,1/1/03 0:00,-72.983611,75.247222
1,1/1/03 0:00,-72.98389,75.24639
0.9,1/1/03 0:00,-72.98389,75.24639
1.06,1/1/03 0:00,-72.983889,75.246389
0.63,1/1/03 0:00,-72.9839,75.2464
1.01,1/1/03 0:00,-72.983889,75.246389
0.68,1/1/03 0:00,-72.98389,75.24639
0.63,1/1/03 0:00,-72.9839,75.2464
0.59,1/1/03 0:00,-72.983889,75.246389
0.44,1/1/03 0:00,-72.98389,75.24639
0.47,1/1/03 0:00,-72.98389,75.24639
21.69,1/1/03 0:00,-72.983889,75.245556
0.47,1/1/03 0:00,-72.98389,75.25
0.47,1/1/03 0:00,-72.98389,75.25
3.96,1/1/03 0:00,-72.98389,75.25
0.87,1/1/03 0:00,-72.98389,75.25
0.59,1/1/03 0:00,-72.983889,75.25
2.09,1/1/03 0:00,-72.983333,75.249444
2.19,1/1/03 0:00,-72.983333,75.249444
1.28,1/1/03 0:00,-72.9833,75.2494
0.92,1/1/03 0:00,-72.983333,75.249444
0.65,1/1/03 0:00,-72.98333,75.24944
0.9,1/1/03 0:00,-72.98333,75.24639
0.54,1/1/03 0:00,-72.98333,75.24944
0.55,1/1/03 0:00,-72.983333,75.249444
0.46,1/1/03 0:00,-72.9833,75.2494
0.47,1/1/03 0:00,-72.9833,75.2494
2.08,1/1/03 0:00,-72.9839,75.2464
2.07,1/1/03 0:00,-72.9839,75.2464
1.85,1/1/03 0:00,-72.983889,75.246389
1.2,1/1/03 0:00,-72.983889,75.246389
1.18,1/1/03 0:00,-72.983889,75.246389
1,1/1/03 0:00,-72.9839,75.2464
0.82,1/1/03 0:00,-72.983889,75.246389
0.7,1/1/03 0:00,-72.983889,75.246389
0.47,1/1/03 0:00,-72.9839,75.2464
0.47,1/1/03 0:00,-72.98389,75.24639
0.46,1/1/03 0:00,-72.98389,75.24639
0.48,1/1/03 0:00,-72.98389,75.24639
0.44,1/1/03 0:00,-72.98389,75.24639
0.54,1/1/03 0:00,-72.98389,75.24639
2.63,1/1/03 0:00,-72.983889,75.246667
2.18,1/1/03 0:00,-72.983611,75.245833
0.89,1/1/03 0:00,-72.983611,75.245833
1.16,1/1/03 0:00,-72.983611,75.245833
0.65,1/1/03 0:00,-72.98361,75.24583
0.56,1/1/03 0:00,-72.983611,75.245833
0.6,1/1/03 0:00,-72.98361,75.24583
0.46,1/1/03 0:00,-72.98361,75.24583
0.45,1/1/03 0:00,-72.98361,75.24583
0.55,1/1/03 0:00,-72.983611,75.245833
0.89,1/1/03 0:00,-72.983611,75.245833
0.65,1/1/03 0:00,-72.98361,75.24583
0.45,1/1/03 0:00,-72.98361,75.24583
0.65,1/1/03 0:00,-72.98361,75.24583
0.46,1/1/03 0:00,-72.98361,75.24583
30.9,1/1/03 0:00,-72.94583,75.26667
183.7,1/1/03 0:00,-72.94306,75.275
3.38,1/1/03 0:00,-72.94111,75.29028
58.5,1/1/03 0:00,-72.94167,75.29194
104.5,1/1/03 0:00,-72.935,75.325
12.9,1/1/03 0:00,-72.93528,75.32472
17.2,1/1/03 0:00,-72.93528,75.32417
199.9,1/1/03 0:00,-72.93972,75.30139
60.5,1/1/03 0:00,-72.93472,75.31667
82.1,1/1/03 0:00,-72.93472,75.31583
80.6,1/1/03 0:00,-72.94222,75.29028
108.2,1/1/03 0:00,-72.95944,75.31028
56.2,1/1/03 0:00,-72.93556,75.34639
1716.5,1/1/03 0:00,-72.93667,75.345
241.2,1/1/03 0:00,-72.96694,75.27333
342.5,1/1/03 0:00,-72.93611,75.30889
8.39,1/1/03 0:00,-72.9425,75.299722
43.7,1/1/03 0:00,-72.94667,75.30583
3.6,1/1/03 0:00,-72.94167,75.30583
1.36,1/1/03 0:00,-72.9425,75.316667
0.63,1/1/03 0:00,-72.94139,75.30056
57.1,1/1/03 0:00,-72.94306,75.29667
12.83,1/1/03 0:00,-72.94917,75.2925
17.37,1/1/03 0:00,-72.94444,75.29861
17.41,1/1/03 0:00,-72.95167,75.27361
23.56,1/1/03 0:00,-72.94833,75.26556
17.81,1/1/03 0:00,-72.94861,75.265
91.3,1/1/03 0:00,-72.94861,75.26361
39.13,1/1/03 0:00,-72.945,75.26083
9.33,1/1/03 0:00,-72.946111,75.269167
278.2,1/1/03 0:00,-72.94639,75.28333
186.2,1/1/03 0:00,-72.95889,75.28
462.7,1/1/03 0:00,-72.93667,75.30139
11.5,1/1/03 0:00,-72.93528,75.32
143.4,1/1/03 0:00,-72.935,75.31861
30.82,1/1/03 0:00,-72.93472,75.32028
61.32,1/1/03 0:00,-72.94917,75.25861
88.91,1/1/03 0:00,-72.93472,75.32028
96.36,1/1/03 0:00,-72.93611,75.31361
54.14,1/1/03 0:00,-72.93639,75.31417
0.56,1/1/03 0:00,-72.953333,75.228056
1.18,1/1/03 0:00,-72.95944,75.23694
1.32,1/1/03 0:00,-72.95944,75.21611
3.87,1/1/03 0:00,-72.96083,75.24722
2.49,1/1/03 0:00,-72.960833,75.225278
3.08,1/1/03 0:00,-72.9642,75.2392
4.34,1/1/03 0:00,-72.96306,75.21472
0.7,1/1/03 0:00,-72.9625,75.225833
1.45,1/1/03 0:00,-72.96472,75.21639
0.55,1/1/03 0:00,-72.9656,75.2431
3.12,1/1/03 0:00,-72.96028,75.22028
19.6,1/1/03 0:00,-72.96389,75.22222
31.81,1/1/03 0:00,-72.96278,75.24611
16.26,1/1/03 0:00,-72.93472,75.32167
18.63,1/1/03 0:00,-72.93472,75.32028
0.83,1/1/03 0:00,-72.935,75.31389
0.6,1/1/03 0:00,-72.93472,75.32194
1.51,1/1/03 0:00,-72.935,75.31861
25.4,1/1/03 0:00,-72.93472,75.32083
10.45,1/1/03 0:00,-72.93528,75.32222
3.2,1/1/03 0:00,-72.93611,75.30556
4.4,1/1/03 0:00,-72.935278,75.316667
7,1/1/03 0:00,-72.93444,75.325
13.69,1/1/03 0:00,-72.93417,75.32222
13.48,1/1/03 0:00,-72.93833,75.28972
9.34,1/1/03 0:00,-72.938333,75.290278
19.67,1/1/03 0:00,-72.94028,75.28583
24.36,1/1/03 0:00,-72.93333,75.33528
112.54,1/1/03 0:00,-72.93417,75.32583
56.95,1/1/03 0:00,-72.93833,75.28972
47.17,1/1/03 0:00,-72.94333,75.27167
19.19,1/1/03 0:00,-72.96306,75.23917
2.5,1/1/03 0:00,-72.96028,75.22222
105.88,1/1/03 0:00,-72.96389,75.21611
14.42,1/1/03 0:00,-72.96278,75.23889
6.6,1/1/03 0:00,-72.96528,75.21528
0.48,1/1/03 0:00,-72.9633,75.2178
54.2,1/1/03 0:00,-72.965,75.22028
44.22,1/1/03 0:00,-72.96306,75.22444
8.81,1/1/03 0:00,-72.9625,75.23417
4.16,1/1/03 0:00,-72.963333,75.255833
11.59,1/1/03 0:00,-72.96194,75.25556
31.33,1/1/03 0:00,-72.96389,75.22528
9.58,1/1/03 0:00,-72.961389,75.224722
67.42,1/1/03 0:00,-72.96583,75.23
16.49,1/1/03 0:00,-72.93556,75.29833
3.88,1/1/03 0:00,-72.85222,75.21944
28.09,1/1/03 0:00,-72.85444,75.21083
108.9,1/1/03 0:00,-72.82722,75.28083
22.53,1/1/03 0:00,-72.82444,75.29167
8.36,1/1/03 0:00,-72.824722,75.291944
26.77,1/1/03 0:00,-72.82472,75.29139
79.76,1/1/03 0:00,-72.825,75.35667
24.51,1/1/03 0:00,-72.825,75.35639
0.85,1/1/03 0:00,-72.825,75.356111
13.59,1/1/03 0:00,-72.825,75.35667
4360,1/1/03 0:00,-72.82278,75.29639
371.1,1/1/03 0:00,-72.94167,75.2775
6.51,1/1/03 0:00,-72.962778,75.225556
0.6,1/1/03 0:00,-72.99611,75.20333
1.56,1/1/03 0:00,-72.99583,75.20389
3.26,1/1/03 0:00,-72.9775,75.216944
49.85,1/1/03 0:00,-72.82444,75.29167
26.72,1/1/03 0:00,-72.77528,75.32472
2.17,1/1/03 0:00,-72.77417,75.33167
1.3,1/1/03 0:00,-72.773889,75.336944
47.32,1/1/03 0:00,-72.77333,75.33222
4.7,1/1/03 0:00,-72.77361,75.33361
4.25,1/1/03 0:00,-72.77444,75.32306
